"section","display_order","contract_id","audit_card","lineage_root","evidence_role","mask_role","mask_label","region_rule","region_values","country_code","country_code_status","reported_use","source_trace","claim_boundary"
"Scored focused contract country membership","107","O_M122_EAST_ASIA_TO_SE_ASIA","O-M122","O-M122","Support-only diagnostic card","receiver","Southeast Asia","Focused roll-up region mask","southeast_asia;island_southeast_asia","IDN","Included in the scored mask when explicitly specified; evaluated in the conservative ambiguity audit.","Demonstrates demotion of deepest-layer compatibility when branch-unit checks do not support promotion.","tables/26_benchmark_audit_card_matrix.csv; source_data/core_yfull/source_receiver_highlight_contracts.csv; audited country-code recode used for the core YFull source bundle","Country-code membership for a predefined model-checking mask only; not subnational placement, geographic origin, ethnic identity, population continuity, migration route, or population frequency."
"Scored focused contract country membership","108","O_M122_EAST_ASIA_TO_SE_ASIA","O-M122","O-M122","Support-only diagnostic card","receiver","Southeast Asia","Focused roll-up region mask","southeast_asia;island_southeast_asia","KHM","Included in the scored mask.","Demonstrates demotion of deepest-layer compatibility when branch-unit checks do not support promotion.","tables/26_benchmark_audit_card_matrix.csv; source_data/core_yfull/source_receiver_highlight_contracts.csv; audited country-code recode used for the core YFull source bundle","Country-code membership for a predefined model-checking mask only; not subnational placement, geographic origin, ethnic identity, population continuity, migration route, or population frequency."
"Scored focused contract country membership","109","O_M122_EAST_ASIA_TO_SE_ASIA","O-M122","O-M122","Support-only diagnostic card","receiver","Southeast Asia","Focused roll-up region mask","southeast_asia;island_southeast_asia","MMR","Included in the scored mask.","Demonstrates demotion of deepest-layer compatibility when branch-unit checks do not support promotion.","tables/26_benchmark_audit_card_matrix.csv; source_data/core_yfull/source_receiver_highlight_contracts.csv; audited country-code recode used for the core YFull source bundle","Country-code membership for a predefined model-checking mask only; not subnational placement, geographic origin, ethnic identity, population continuity, migration route, or population frequency."
"Scored focused contract country membership","110","O_M122_EAST_ASIA_TO_SE_ASIA","O-M122","O-M122","Support-only diagnostic card","receiver","Southeast Asia","Focused roll-up region mask","southeast_asia;island_southeast_asia","MYS","Included in the scored mask.","Demonstrates demotion of deepest-layer compatibility when branch-unit checks do not support promotion.","tables/26_benchmark_audit_card_matrix.csv; source_data/core_yfull/source_receiver_highlight_contracts.csv; audited country-code recode used for the core YFull source bundle","Country-code membership for a predefined model-checking mask only; not subnational placement, geographic origin, ethnic identity, population continuity, migration route, or population frequency."
"Scored focused contract country membership","111","O_M122_EAST_ASIA_TO_SE_ASIA","O-M122","O-M122","Support-only diagnostic card","receiver","Southeast Asia","Focused roll-up region mask","southeast_asia;island_southeast_asia","PHL","Included in the scored mask.","Demonstrates demotion of deepest-layer compatibility when branch-unit checks do not support promotion.","tables/26_benchmark_audit_card_matrix.csv; source_data/core_yfull/source_receiver_highlight_contracts.csv; audited country-code recode used for the core YFull source bundle","Country-code membership for a predefined model-checking mask only; not subnational placement, geographic origin, ethnic identity, population continuity, migration route, or population frequency."
"Scored focused contract country membership","112","O_M122_EAST_ASIA_TO_SE_ASIA","O-M122","O-M122","Support-only diagnostic card","receiver","Southeast Asia","Focused roll-up region mask","southeast_asia;island_southeast_asia","SGP","Included in the scored mask.","Demonstrates demotion of deepest-layer compatibility when branch-unit checks do not support promotion.","tables/26_benchmark_audit_card_matrix.csv; source_data/core_yfull/source_receiver_highlight_contracts.csv; audited country-code recode used for the core YFull source bundle","Country-code membership for a predefined model-checking mask only; not subnational placement, geographic origin, ethnic identity, population continuity, migration route, or population frequency."
"Scored focused contract country membership","113","O_M122_EAST_ASIA_TO_SE_ASIA","O-M122","O-M122","Support-only diagnostic card","receiver","Southeast Asia","Focused roll-up region mask","southeast_asia;island_southeast_asia","THA","Included in the scored mask.","Demonstrates demotion of deepest-layer compatibility when branch-unit checks do not support promotion.","tables/26_benchmark_audit_card_matrix.csv; source_data/core_yfull/source_receiver_highlight_contracts.csv; audited country-code recode used for the core YFull source bundle","Country-code membership for a predefined model-checking mask only; not subnational placement, geographic origin, ethnic identity, population continuity, migration route, or population frequency."
"Scored focused contract country membership","114","O_M122_EAST_ASIA_TO_SE_ASIA","O-M122","O-M122","Support-only diagnostic card","receiver","Southeast Asia","Focused roll-up region mask","southeast_asia;island_southeast_asia","TWN","Included in the scored mask.","Demonstrates demotion of deepest-layer compatibility when branch-unit checks do not support promotion.","tables/26_benchmark_audit_card_matrix.csv; source_data/core_yfull/source_receiver_highlight_contracts.csv; audited country-code recode used for the core YFull source bundle","Country-code membership for a predefined model-checking mask only; not subnational placement, geographic origin, ethnic identity, population continuity, migration route, or population frequency."
"Scored focused contract country membership","115","O_M122_EAST_ASIA_TO_SE_ASIA","O-M122","O-M122","Support-only diagnostic card","receiver","Southeast Asia","Focused roll-up region mask","southeast_asia;island_southeast_asia","VNM","Included in the scored mask.","Demonstrates demotion of deepest-layer compatibility when branch-unit checks do not support promotion.","tables/26_benchmark_audit_card_matrix.csv; source_data/core_yfull/source_receiver_highlight_contracts.csv; audited country-code recode used for the core YFull source bundle","Country-code membership for a predefined model-checking mask only; not subnational placement, geographic origin, ethnic identity, population continuity, migration route, or population frequency."
"Ambiguous or corridor-adjacent country-code rule","116","all_scored_contracts_ambiguous_country_audit","All scored focused contracts","multiple","Conservative ambiguity sensitivity rule","exclusion_rule","Conservative ambiguous-country exclusion","Country-level ambiguity audit","spanning_or_diaspora_heavy_country_codes","AUS","Modern diaspora-heavy and Oceania-adjacent country code.","Tests whether focused decisions depend on country codes with spanning or diaspora-heavy geography.","tables/26_benchmark_audit_card_matrix.csv; source_data/core_yfull/source_receiver_highlight_contracts.csv; audited country-code recode used for the core YFull source bundle","Ambiguous-country sensitivity rule only; exclusion from the conservative audit is not evidence about geographic origin, ethnic identity, population continuity, migration route, or population frequency."
"Ambiguous or corridor-adjacent country-code rule","117","all_scored_contracts_ambiguous_country_audit","All scored focused contracts","multiple","Conservative ambiguity sensitivity rule","exclusion_rule","Conservative ambiguous-country exclusion","Country-level ambiguity audit","spanning_or_diaspora_heavy_country_codes","AZE","Caucasus and West Asia boundary country code.","Tests whether focused decisions depend on country codes with spanning or diaspora-heavy geography.","tables/26_benchmark_audit_card_matrix.csv; source_data/core_yfull/source_receiver_highlight_contracts.csv; audited country-code recode used for the core YFull source bundle","Ambiguous-country sensitivity rule only; exclusion from the conservative audit is not evidence about geographic origin, ethnic identity, population continuity, migration route, or population frequency."
"Ambiguous or corridor-adjacent country-code rule","118","all_scored_contracts_ambiguous_country_audit","All scored focused contracts","multiple","Conservative ambiguity sensitivity rule","exclusion_rule","Conservative ambiguous-country exclusion","Country-level ambiguity audit","spanning_or_diaspora_heavy_country_codes","CAN","Modern diaspora-heavy country code.","Tests whether focused decisions depend on country codes with spanning or diaspora-heavy geography.","tables/26_benchmark_audit_card_matrix.csv; source_data/core_yfull/source_receiver_highlight_contracts.csv; audited country-code recode used for the core YFull source bundle","Ambiguous-country sensitivity rule only; exclusion from the conservative audit is not evidence about geographic origin, ethnic identity, population continuity, migration route, or population frequency."
"Ambiguous or corridor-adjacent country-code rule","119","all_scored_contracts_ambiguous_country_audit","All scored focused contracts","multiple","Conservative ambiguity sensitivity rule","exclusion_rule","Conservative ambiguous-country exclusion","Country-level ambiguity audit","spanning_or_diaspora_heavy_country_codes","CYP","Mediterranean and West Asia boundary country code.","Tests whether focused decisions depend on country codes with spanning or diaspora-heavy geography.","tables/26_benchmark_audit_card_matrix.csv; source_data/core_yfull/source_receiver_highlight_contracts.csv; audited country-code recode used for the core YFull source bundle","Ambiguous-country sensitivity rule only; exclusion from the conservative audit is not evidence about geographic origin, ethnic identity, population continuity, migration route, or population frequency."
"Ambiguous or corridor-adjacent country-code rule","120","all_scored_contracts_ambiguous_country_audit","All scored focused contracts","multiple","Conservative ambiguity sensitivity rule","exclusion_rule","Conservative ambiguous-country exclusion","Country-level ambiguity audit","spanning_or_diaspora_heavy_country_codes","EGY","North Africa, Northeast Africa and West Asia boundary country code.","Tests whether focused decisions depend on country codes with spanning or diaspora-heavy geography.","tables/26_benchmark_audit_card_matrix.csv; source_data/core_yfull/source_receiver_highlight_contracts.csv; audited country-code recode used for the core YFull source bundle","Ambiguous-country sensitivity rule only; exclusion from the conservative audit is not evidence about geographic origin, ethnic identity, population continuity, migration route, or population frequency."
"Ambiguous or corridor-adjacent country-code rule","121","all_scored_contracts_ambiguous_country_audit","All scored focused contracts","multiple","Conservative ambiguity sensitivity rule","exclusion_rule","Conservative ambiguous-country exclusion","Country-level ambiguity audit","spanning_or_diaspora_heavy_country_codes","GEO","Caucasus and West Asia boundary country code.","Tests whether focused decisions depend on country codes with spanning or diaspora-heavy geography.","tables/26_benchmark_audit_card_matrix.csv; source_data/core_yfull/source_receiver_highlight_contracts.csv; audited country-code recode used for the core YFull source bundle","Ambiguous-country sensitivity rule only; exclusion from the conservative audit is not evidence about geographic origin, ethnic identity, population continuity, migration route, or population frequency."
"Ambiguous or corridor-adjacent country-code rule","122","all_scored_contracts_ambiguous_country_audit","All scored focused contracts","multiple","Conservative ambiguity sensitivity rule","exclusion_rule","Conservative ambiguous-country exclusion","Country-level ambiguity audit","spanning_or_diaspora_heavy_country_codes","IDN","Island Southeast Asia and Oceania-adjacent boundary country code.","Tests whether focused decisions depend on country codes with spanning or diaspora-heavy geography.","tables/26_benchmark_audit_card_matrix.csv; source_data/core_yfull/source_receiver_highlight_contracts.csv; audited country-code recode used for the core YFull source bundle","Ambiguous-country sensitivity rule only; exclusion from the conservative audit is not evidence about geographic origin, ethnic identity, population continuity, migration route, or population frequency."
"Ambiguous or corridor-adjacent country-code rule","123","all_scored_contracts_ambiguous_country_audit","All scored focused contracts","multiple","Conservative ambiguity sensitivity rule","exclusion_rule","Conservative ambiguous-country exclusion","Country-level ambiguity audit","spanning_or_diaspora_heavy_country_codes","KAZ","Europe-adjacent steppe and Central Asia boundary country code.","Tests whether focused decisions depend on country codes with spanning or diaspora-heavy geography.","tables/26_benchmark_audit_card_matrix.csv; source_data/core_yfull/source_receiver_highlight_contracts.csv; audited country-code recode used for the core YFull source bundle","Ambiguous-country sensitivity rule only; exclusion from the conservative audit is not evidence about geographic origin, ethnic identity, population continuity, migration route, or population frequency."
"Ambiguous or corridor-adjacent country-code rule","124","all_scored_contracts_ambiguous_country_audit","All scored focused contracts","multiple","Conservative ambiguity sensitivity rule","exclusion_rule","Conservative ambiguous-country exclusion","Country-level ambiguity audit","spanning_or_diaspora_heavy_country_codes","NZL","Modern diaspora-heavy and Pacific-adjacent country code.","Tests whether focused decisions depend on country codes with spanning or diaspora-heavy geography.","tables/26_benchmark_audit_card_matrix.csv; source_data/core_yfull/source_receiver_highlight_contracts.csv; audited country-code recode used for the core YFull source bundle","Ambiguous-country sensitivity rule only; exclusion from the conservative audit is not evidence about geographic origin, ethnic identity, population continuity, migration route, or population frequency."
"Ambiguous or corridor-adjacent country-code rule","125","all_scored_contracts_ambiguous_country_audit","All scored focused contracts","multiple","Conservative ambiguity sensitivity rule","exclusion_rule","Conservative ambiguous-country exclusion","Country-level ambiguity audit","spanning_or_diaspora_heavy_country_codes","RUS","Country-level Russia cannot distinguish European Russia from Siberia or North Asia.","Tests whether focused decisions depend on country codes with spanning or diaspora-heavy geography.","tables/26_benchmark_audit_card_matrix.csv; source_data/core_yfull/source_receiver_highlight_contracts.csv; audited country-code recode used for the core YFull source bundle","Ambiguous-country sensitivity rule only; exclusion from the conservative audit is not evidence about geographic origin, ethnic identity, population continuity, migration route, or population frequency."
"Ambiguous or corridor-adjacent country-code rule","126","all_scored_contracts_ambiguous_country_audit","All scored focused contracts","multiple","Conservative ambiguity sensitivity rule","exclusion_rule","Conservative ambiguous-country exclusion","Country-level ambiguity audit","spanning_or_diaspora_heavy_country_codes","TUR","Europe and West Asia boundary country code.","Tests whether focused decisions depend on country codes with spanning or diaspora-heavy geography.","tables/26_benchmark_audit_card_matrix.csv; source_data/core_yfull/source_receiver_highlight_contracts.csv; audited country-code recode used for the core YFull source bundle","Ambiguous-country sensitivity rule only; exclusion from the conservative audit is not evidence about geographic origin, ethnic identity, population continuity, migration route, or population frequency."
"Ambiguous or corridor-adjacent country-code rule","127","all_scored_contracts_ambiguous_country_audit","All scored focused contracts","multiple","Conservative ambiguity sensitivity rule","exclusion_rule","Conservative ambiguous-country exclusion","Country-level ambiguity audit","spanning_or_diaspora_heavy_country_codes","USA","Modern diaspora-heavy country code.","Tests whether focused decisions depend on country codes with spanning or diaspora-heavy geography.","tables/26_benchmark_audit_card_matrix.csv; source_data/core_yfull/source_receiver_highlight_contracts.csv; audited country-code recode used for the core YFull source bundle","Ambiguous-country sensitivity rule only; exclusion from the conservative audit is not evidence about geographic origin, ethnic identity, population continuity, migration route, or population frequency."
"Boundary/no-call context","128a","H-M82_boundary_no_call_context","H-M82","H-M82","Boundary/no-call card","source","South Asia","Not used as a load-bearing scored mask","not_scoreable_as_primary_comparison","not_applicable","Diaspora and founder structure prevent a load-bearing primary source-receiver decision.","Makes abstention visible when a load-bearing source-receiver decision is not justified.","tables/main_table_1_source_receiver_audit_cards.csv; tables/02_lineage_role_tiers.csv","Boundary/no-call context only; not a scored source-receiver country-membership row and not evidence of geographic origin, ethnic identity, population continuity, migration route, or population frequency."
"Boundary/no-call context","128b","H-M82_boundary_no_call_context","H-M82","H-M82","Boundary/no-call card","receiver","Roma diaspora / Europe","Not used as a load-bearing scored mask","not_scoreable_as_primary_comparison","not_applicable","Diaspora and founder structure prevent a load-bearing primary source-receiver decision.","Makes abstention visible when a load-bearing source-receiver decision is not justified.","tables/main_table_1_source_receiver_audit_cards.csv; tables/02_lineage_role_tiers.csv","Boundary/no-call context only; not a scored source-receiver country-membership row and not evidence of geographic origin, ethnic identity, population continuity, migration route, or population frequency."
"Boundary/no-call context","129a","E-M2_boundary_no_call_context","E-M2","E-M2","Boundary/no-call card","source","West Africa","Not used as a load-bearing scored mask","not_scoreable_as_primary_comparison","not_applicable","Diaspora structure and source visibility prevent a load-bearing primary source-receiver decision.","Makes abstention visible when a load-bearing source-receiver decision is not justified.","tables/main_table_1_source_receiver_audit_cards.csv; tables/02_lineage_role_tiers.csv","Boundary/no-call context only; not a scored source-receiver country-membership row and not evidence of geographic origin, ethnic identity, population continuity, migration route, or population frequency."
"Boundary/no-call context","129b","E-M2_boundary_no_call_context","E-M2","E-M2","Boundary/no-call card","receiver","Americas / diaspora receiver","Not used as a load-bearing scored mask","not_scoreable_as_primary_comparison","not_applicable","Diaspora structure and source visibility prevent a load-bearing primary source-receiver decision.","Makes abstention visible when a load-bearing source-receiver decision is not justified.","tables/main_table_1_source_receiver_audit_cards.csv; tables/02_lineage_role_tiers.csv","Boundary/no-call context only; not a scored source-receiver country-membership row and not evidence of geographic origin, ethnic identity, population continuity, migration route, or population frequency."
